system,smiles,sites,substituents,base_smiles,n_subs,dv_c_sum,notes
"4,6-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"4,6","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"4,6-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"4,6-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"4,6-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"4,6-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"4,6","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"4,6-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"4,6-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"4,6-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"4,6-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
"4,6-OMe/Me-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-OMe/Et-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","OMe,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"4,6-Me/CN-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/CHO-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/OCF3-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/Cl-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/Br-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/NH2-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/OMe-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-(Me)2-phen",C.C.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Me/Et-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Me,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Et/CN-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"4,6-Et/CHO-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"4,6-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"4,6-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"4,6-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,6-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"4,6","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"4,7-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"4,7-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"4,7-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"4,7-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"4,7-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"4,7-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"4,7-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"4,7-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"4,7-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"4,7-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"4,7-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/CHO-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(OCF3)2-phen",OC(F)(F)F.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/Cl-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/Br-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/NH2-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/OMe-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/Me-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OCF3/Et-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OCF3,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/CN-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/CHO-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/OCF3-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(Cl)2-phen",Cl.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/Br-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/NH2-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/OMe-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/Me-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Cl/Et-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Cl,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/CN-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/CHO-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/OCF3-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/Cl-phen",Br.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(Br)2-phen",Br.Br.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/NH2-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/OMe-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/Me-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Br/Et-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Br,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-NH2/CN-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"4,7-NH2/CHO-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"4,7-NH2/OCF3-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-NH2/Cl-phen",Cl.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-NH2/Br-phen",Br.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(NH2)2-phen",N.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.00,
"4,7-NH2/OMe-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"4,7-NH2/Me-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-NH2/Et-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"4,7","NH2,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"4,7-OMe/CN-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"4,7-OMe/CHO-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"4,7-OMe/OCF3-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OMe/Cl-phen",CO.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OMe/Br-phen",Br.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OMe/NH2-phen",CO.N.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,14.00,
"4,7-(OMe)2-phen",CO.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,10.00,
"4,7-OMe/Me-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-OMe/Et-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","OMe,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"4,7-Me/CN-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/CHO-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/OCF3-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/Cl-phen",C.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/Br-phen",Br.C.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/NH2-phen",C.N.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/OMe-phen",C.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(Me)2-phen",C.C.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Me/Et-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Me,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Et/CN-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"4,7-Et/CHO-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"4,7-Et/OCF3-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Et/Cl-phen",CC.Cl.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Et/Br-phen",Br.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-Et/NH2-phen",CC.N.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,13.00,
"4,7-Et/OMe-phen",CC.CO.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,9.00,
"4,7-Et/Me-phen",C.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,7-(Et)2-phen",CC.CC.c1cnc2c(c1)ccc1cccnc12,"4,7","Et,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,8.00,
"4,8-(CN)2-phen",C#N.C#N.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,36.00,
"4,8-CN/CHO-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"4,8-CN/OCF3-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CN/Cl-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CN/Br-phen",Br.C#N.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CN/NH2-phen",C#N.N.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.00,
"4,8-CN/OMe-phen",C#N.CO.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,23.00,
"4,8-CN/Me-phen",C.C#N.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CN/Et-phen",C#N.CC.c1cnc2c(c1)ccc1cccnc12,"4,8","CN,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.00,
"4,8-CHO/CN-phen",C#N.C=O.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,31.80,
"4,8-(CHO)2-phen",C=O.C=O.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,27.60,
"4,8-CHO/OCF3-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CHO/Cl-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CHO/Br-phen",Br.C=O.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CHO/NH2-phen",C=O.N.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,22.80,
"4,8-CHO/OMe-phen",C=O.CO.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,18.80,
"4,8-CHO/Me-phen",C.C=O.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-CHO/Et-phen",C=O.CC.c1cnc2c(c1)ccc1cccnc12,"4,8","CHO,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,17.80,
"4,8-OCF3/CN-phen",C#N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/CHO-phen",C=O.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-(OCF3)2-phen",OC(F)(F)F.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,OCF3",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/Cl-phen",Cl.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,Cl",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/Br-phen",Br.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,Br",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/NH2-phen",N.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,NH2",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/OMe-phen",CO.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,OMe",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/Me-phen",C.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,Me",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-OCF3/Et-phen",CC.OC(F)(F)F.c1cnc2c(c1)ccc1cccnc12,"4,8","OCF3,Et",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-Cl/CN-phen",C#N.Cl.c1cnc2c(c1)ccc1cccnc12,"4,8","Cl,CN",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
"4,8-Cl/CHO-phen",C=O.Cl.c1cnc2c(c1)ccc1cccnc12,"4,8","Cl,CHO",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,2,,
